,Unnamed: 0,Conditions,Drug,Smiles,Phases,Study Status,Disease
6269,2388,Renal Impairment,Teduglutide,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,PHASE1,,urinary_system_disease
6268,2382,Enuresis|Obstructive Sleep Apnea|Sleep Disordered Breathing,Mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,APPROVED,,urinary_system_disease
6267,2363,Stress Urinary Incontinence,Epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O,APPROVED,,urinary_system_disease
6266,2341,Urinary Tract Infections,Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,APPROVED,,urinary_system_disease
6265,2337,Wolfram Syndrome,Tirzepatide,CCC(C)C(C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N7CCCC7C(=O)NC(CO)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=CC=C9)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC1=CC=C(C=C1)O)N,PHASE2,,urinary_system_disease
6264,2334,Nephrolithiasis,Fexofenadine,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,PHASE2,,urinary_system_disease
6263,2333,Overactive Bladder,Propiverine,CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C,APPROVED,,urinary_system_disease
6262,2327,Kidney Cancer|Leukemia|Lymphoma|Neurotoxicity|Peripheral Neuropathy|Sarcoma,Glutamine,C(CC(=O)N)C(C(=O)O)N,PHASE2,,urinary_system_disease
6261,2322,"Carcinoma, Renal Cell|Kidney Diseases|Kidney Neoplasms|Urogenital Neoplasms|Urologic Diseases|Urologic Neoplasms|Neoplasms by Histologic Type|Neoplasms|Clear-cell Metastatic Renal Cell Carcinoma|Melanoma|Triple Negative Breast Cancer|Bladder Cancer|Head and Neck Cancer|Non-small Cell Lung Cancer",Varlilumab,,PHASE1,,urinary_system_disease
6260,2320,Accidental Falls|Chronic Renal Insufficiency|Aged,Alfacalcidol,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,APPROVED,,urinary_system_disease
6259,2300,"Cirrhosis, Liver|Upper Gastrointestinal Bleeding",Somatostatin,CC(C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)CC5=CC=CC=C5)CC(=O)N)CCCCN)NC(=O)CNC(=O)C(C)N)C(=O)O)CO)C(C)O)CC6=CC=CC=C6)O,APPROVED,,urinary_system_disease
6258,2293,"Chronic Kidney Disease, Stage 5|Secondary Hyperparathyroidism",Doxercalciferol,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,APPROVED,,urinary_system_disease
6257,2288,Bladder Pain Syndrome|Interstitial Cystitis,Naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,PHASE2,,urinary_system_disease
6256,2286,"Anti-Infective Agents, Urinary|Escherichia Coli Infections|Klebsiella Infections|Kidney Transplantation|Urinary Tract Infections",Sitafloxacin,C1CC12CN(CC2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5CC5F)F,PHASE2|PHASE3,,urinary_system_disease
6255,2282,Bladder Urothelial Carcinoma|Stage I Bladder Cancer AJCC v6 and v7|Stage II Bladder Cancer AJCC v6 and v7|Stage III Bladder Cancer AJCC v6 and v7,Trastuzumab,,PHASE1|PHASE2,,urinary_system_disease
6254,2252,Neoplasms|Solid Tumors|Bone Cancer|Kidney Tumor|Neuroblastoma,Robatumumab,,PHASE1,,urinary_system_disease
6253,2251,Neoplasms|Solid Tumors|Bone Cancer|Kidney Tumor|Neuroblastoma,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PHASE1,,urinary_system_disease
6252,2250,Neoplasms|Solid Tumors|Bone Cancer|Kidney Tumor|Neuroblastoma,Ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,PHASE1,,urinary_system_disease
6251,2247,End Stage Renal Disease on Hemodialysis,Difelikefalin,CC(C)CC(C(=O)NC(CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N,PHASE1,,urinary_system_disease
6250,2239,Renal Impairment,Lemborexant,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,PHASE1,,urinary_system_disease
6249,2232,Cardiorenal Syndrome,Chlortalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,PHASE2,,urinary_system_disease
6248,2225,"Gastrointestinal Tumors, Urinary System Tumors, Neuroendocrine Tumors",Anlotinib,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC,PHASE2,,urinary_system_disease
6247,2207,Diabetic Nephropathy,Nidufexor,CN1C2=C(COC3=C2C=C(C=C3)Cl)C(=N1)C(=O)N(CC4=CC=CC=C4)CC5=CC=C(C=C5)C(=O)O,PHASE2,,urinary_system_disease
6246,2205,"Diabetes Mellitus, Type 2|Renal Disease|Diabetes Mellitus|Metabolic Disease|Endocrine System Diseases",Evogliptin,CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(CC2=CC(=C(C=C2F)F)F)N,APPROVED,,urinary_system_disease
6245,2203,Renal Insufficiency,Tiotropium,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,PHASE1,,urinary_system_disease
6244,2202,Renal Impairment,Methylnaltrexone,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6,PHASE1,,urinary_system_disease
6243,2201,Renal Insufficiency|Tenofovir,Tenofovir,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,APPROVED,,urinary_system_disease
6242,2191,Urinary Incontinence,Litoxetine,C1CNCCC1OCC2=CC3=CC=CC=C3C=C2,PHASE1|PHASE2,,urinary_system_disease
6241,2178,Renal Impairment|Diabetes,Vildagliptin,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,PHASE1|PHASE2,,urinary_system_disease
6240,2170,Lupus Nephritis|Immunoglobulin A Nephropathy,Ravulizumab,,PHASE2,,urinary_system_disease
6239,2165,"Carcinoma, Renal Cell",Quavonlimab,,PHASE1|PHASE2,,urinary_system_disease
6238,2160,"Carcinoma, Renal Cell",Favezelimab,,PHASE1|PHASE2,,urinary_system_disease
6237,2158,Urinary Tract Infections|Elderly Infection,Amikacin,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,APPROVED,,urinary_system_disease
6236,2157,BK Virus Infection|Nephropathy|Kidney Transplantation,Brincidofovir,CCCCCCCCCCCCCCCCOCCCOP(=O)(COC(CN1C=CC(=NC1=O)N)CO)O,PHASE2,,urinary_system_disease
6235,2156,Small Cell Neuroendocrine Carcinoma of Bladder|Bladder Cancer|Urothelial Carcinoma Bladder,Etoposide,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,PHASE2,,urinary_system_disease
6234,2148,End-stage Renal Disease|HCV Coinfection,Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,APPROVED,,urinary_system_disease
6233,2147,End-stage Renal Disease|HCV Coinfection,Paritaprevir,CC1=CN=C(C=N1)C(=O)NC2CCCCCC=CC3CC3(NC(=O)C4CC(CN4C2=O)OC5=NC6=CC=CC=C6C7=CC=CC=C75)C(=O)NS(=O)(=O)C8CC8,APPROVED,,urinary_system_disease
6232,2146,End-stage Renal Disease|HCV Coinfection,Ombitasvir,CC(C)C(C(=O)N1CCCC1C(=O)NC2=CC=C(C=C2)C3CCC(N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(C=C5)NC(=O)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,APPROVED,,urinary_system_disease
6231,2113,Advanced Cancer|Advanced Malignancies|Bladder Cancer|Cervical Cancer|Esophageal Cancer|Gastric Cancer|Gastroesophageal-junction Cancer (GEJ)|Head and Neck Squamous Cell Carcinoma (HNSCC)|Non-Small Cell Lung Cancer (NSCLC)|Ovarian Cancer|Renal Cell Carcinoma (RCC)|Triple Negative Breast Cancer (TNBC),Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,PHASE1,,urinary_system_disease
6230,2097,Gastric Cancer|Esophageal Cancer|Lung Cancer|Renal Cancer|Oral Cancer,Mogamulizumab,,PHASE1,,urinary_system_disease
6229,2092,Prostatic Hyperplasia,Lemuteporfin,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OCCO)C(=C3C)CCC(=O)OCCO)C=C,PHASE2,,urinary_system_disease
6228,2078,Catheter; Infection (Indwelling Catheter)|Catheter Infection|Catheter-Related Infections|Catheter Bacteraemia|Urinary Tract Infections,Povidone,C=CN1CCCC1=O,APPROVED,,urinary_system_disease
6227,2072,Urothelial Carcinoma|Bladder Cancer|Renal Pelvis Cancer|Ureter Cancer|Urethra Cancer,Vinflunine,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C,PHASE2,,urinary_system_disease
6226,2061,Henoch-Schönlein Purpura Nephritis,Dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,PHASE1|PHASE2,,urinary_system_disease
6225,2056,Nephrotic Syndrome in Children,Levamisole,C1CSC2=NC(CN21)C3=CC=CC=C3,APPROVED,,urinary_system_disease
6224,2037,Bladder Cancer,Vinblastine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,PHASE2,,urinary_system_disease
6223,2034,"Carcinoma, Renal Cell",Regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,PHASE2,,urinary_system_disease
6222,1978,Recurrent Renal Cell Carcinoma|Stage IV Renal Cell Cancer,Suramin,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C,PHASE1|PHASE2,,urinary_system_disease
6221,1973,Chronic Kidney Disease Associated Moderate to Severe Pruritus,Nemolizumab,,PHASE2|PHASE3,,urinary_system_disease
6220,1972,First-line Treatment of Non-clear Renal Cell Carcinoma,Fruquintinib,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC,PHASE2,,urinary_system_disease
6219,1963,Fanconi Anemia|Myelodysplastic Syndrome (MDS)|Acute Myelogenous Leukemia (AML),Busulfan,CS(=O)(=O)OCCCCOS(=O)(=O)C,PHASE2,,urinary_system_disease
6218,1961,Renal Impairment,Besifovir,C1CC1(CN2C=NC3=CN=C(N=C32)N)OCP(=O)(O)O,PHASE1,,urinary_system_disease
6217,1957,Clear Cell Renal Cell Carcinoma,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,PHASE1|PHASE2,,urinary_system_disease
6216,1947,Acute Interstitial Nephritis,Omalizumab,,PHASE2,,urinary_system_disease
6215,1946,Renal Impairment,Molnupiravir,CC(C)C(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)NO)O)O,PHASE1,,urinary_system_disease
6214,1945,HIV Infections|Kidney Diseases,Maraviroc,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,PHASE2,,urinary_system_disease
6213,1937,Analgesia|Urolithiasis,Meperidine,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,APPROVED,,urinary_system_disease
6212,1935,Urothelial Carcinoma|Bladder Cancer,Urelumab,,PHASE2,,urinary_system_disease
6211,1926,Coronary Artery Disease|End Stage Renal Disease,Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],APPROVED,,urinary_system_disease
6210,1893,Healthy,Licarbazepine,C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,PHASE1,,urinary_system_disease
6209,1876,Metastatic Ureter Carcinoma|Metastatic Urethral Carcinoma|Stage III Bladder Urothelial Carcinoma AJCC v6 and v7|Stage III Ureter Cancer AJCC v7|Stage III Urethral Cancer AJCC v7|Stage IV Bladder Urothelial Carcinoma AJCC v7|Stage IV Ureter Cancer AJCC v7|Stage IV Urethral Cancer AJCC v7|Ureter Urothelial Carcinoma|Urethral Urothelial Carcinoma,Eribulin,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,PHASE2,,urinary_system_disease
6208,1872,Acute Kidney Injury|Renal Replacement Therapy|Anticoagulants,Tinzaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,APPROVED,,urinary_system_disease
6207,1864,AKI - Acute Kidney Injury,Trimetazidine,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,APPROVED,,urinary_system_disease
6206,1841,IgA Nephropathy,Blisibimod,,PHASE2|PHASE3,,urinary_system_disease
6205,1840,Benign Prostatic Hyperplasia|Lower Urinary Tract Symptoms,Alfuzosin,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,APPROVED,,urinary_system_disease
6204,1837,Urinary Bladder Neoplasms,Cetrelimab,,PHASE2,,urinary_system_disease
6203,1819,"Renal Failure, Chronic|End-Stage Renal Disease",Serelaxin,CCC(C)C1C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C)C(C)CC)CCC(=O)N)C)CCCNC(=N)N)C(C)C)CC(C)C)CCC(=O)O)CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)CC)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CO)NC(=O)C(CC(=O)O)N)C(=O)NC(C(=O)NC(C(=O)NCC(=O)N2)C(C)C)CC5=CN=CN5)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CC(C)C)NC(=O)C7CCC(=O)N7)C(C)O)CCCCN)CCCNC(=N)N)CO)CC(C)C)C)CCCNC(=N)N)CC8=CC=CC=C8)C(=O)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CC9=CNC1=CC=CC=C19)C(=O)NC(CO)C(=O)O,PHASE1,,urinary_system_disease
6202,1808,Renal Impairment|Healthy,Esketamine,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,PHASE1,,urinary_system_disease
6201,1802,Advanced/Metastasis Renal Cell Carcinoma,Lipotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)OC(=O)C(C)ON=C6C7=C(C(=CC(=C7)[N+](=O)[O-])[N+](=O)[O-])C8=C6C=C(C=C8[N+](=O)[O-])[N+](=O)[O-],PHASE2,,urinary_system_disease
6200,1790,Multiple Myeloma,Denosumab,,PHASE2,,urinary_system_disease
6199,1787,Clear-Cell Renal Cell Carcinoma,Sitravatinib,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,PHASE1,,urinary_system_disease
6198,1779,Urothelial Carcinoma of the Urinary Bladder,Cabazitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,PHASE1|PHASE2,,urinary_system_disease
6197,1777,Lupus Nephritis,Voclosporin,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PHASE2,,urinary_system_disease
6196,1756,Renal Impairment|Healthy Participants,Linzagolix,COC1=C(C(=C(C=C1)F)F)COC2=C(C=C(C(=C2)N3C(=O)C4=C(SC=C4NC3=O)C(=O)O)F)OC,PHASE1,,urinary_system_disease
6195,1754,Bladder Cancer,Simvastatin,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PHASE2,,urinary_system_disease
6194,1750,Urinary Bladder Neoplasms|Ureteral Neoplasms|Urethral Neoplasms,Crizotinib,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,PHASE2,,urinary_system_disease
6193,1749,"Diabetes Mellitus, Type 1|Diabetic Nephropathy",Alagebrium,CC1=C(SC=[N+]1CC(=O)C2=CC=CC=C2)C,PHASE2,,urinary_system_disease
6192,1737,Diabetic Nephropathy,Benfotiamine,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOP(=O)(O)O)SC(=O)C2=CC=CC=C2)C,APPROVED,,urinary_system_disease
6191,1708,Renal Cell Carcinoma,Cediranib,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,PHASE2,,urinary_system_disease
6190,1700,Brain and Central Nervous System Tumors|Kidney Cancer|Liver Cancer|Retinoblastoma|Sarcoma,Mesna,C(CS(=O)(=O)[O-])S.[Na+],PHASE1,,urinary_system_disease
6189,1693,Critical Illness|Acute Kidney Injury|End-stage Renal Disease|Renal Replacement Therapy|Proton Pump Inhibitor,Pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,APPROVED,,urinary_system_disease
6188,1692,Chronic Kidney Disease,Rifampicin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,PHASE1,,urinary_system_disease
6187,1691,Chronic Kidney Disease,Rifampin,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,PHASE1,,urinary_system_disease
6186,1664,Pyelonephritis Acute,Ceftriaxone,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,APPROVED,,urinary_system_disease
6185,1654,Endstage Renal Disease,Nadroparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,APPROVED,,urinary_system_disease
6184,1646,BRAF Gene Mutation|Hepatic Complication|Renal Failure|Solid Neoplasm,Dabrafenib,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,PHASE1,,urinary_system_disease
6183,1635,Ovarian Cancer|Renal Cancer|Non-small Cell Lung Cancer|Small Cell Lung Cancer|Solid Tumors|Multiple Myeloma|Lymphoma,Carfilzomib,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,PHASE1|PHASE2,,urinary_system_disease
6182,1632,Acute Renal Colic|Ureteric Stone,Parecoxib,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,APPROVED,,urinary_system_disease
6181,1629,Atherosclerosis,Darapladib,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCC5=CC=C(C=C5)F,PHASE1,,urinary_system_disease
6180,1624,"Polycystic Kidney, Autosomal Dominant",Venglustat,CC(C)(C1=CSC(=N1)C2=CC=C(C=C2)F)NC(=O)OC3CN4CCC3CC4,PHASE2|PHASE3,,urinary_system_disease
6179,1622,Motor Weakness in Two or Four Limbs|Damage in the Anterior Spinal Artery (ASA)|Temperature and Superficial Sensation|Urinary Retention or Bowel Disorder,Alteplase,,PHASE2,,urinary_system_disease
6178,1598,Neuroblastoma|Rhabdomyosarcoma|Osteosarcoma|Ewing Sarcoma|Wilms Tumor|Desmoplastic Small Round Cell Tumor,Enoblituzumab,,PHASE1,,urinary_system_disease
6177,1595,"Glomerulonephritis, IGA|Renal Insufficiency, Chronic",Leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,APPROVED,,urinary_system_disease
6176,1594,Nephrotic Syndrome|Hyperlipidemia,Pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,PHASE1,,urinary_system_disease
6175,1591,Renal Cell Cancer|Metastatic Renal Cell Cancer,Famitinib,CCN(CC)CCN1CCC2=C(C1=O)C(=C(N2)C=C3C4=C(C=CC(=C4)F)NC3=O)C,PHASE2,,urinary_system_disease
6174,1583,Kidney Stone|Unexplained Haematuria|Benignant Tumour Mass in the Upper Urinary Tract,Isoprenaline,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,PHASE2|PHASE3,,urinary_system_disease
6173,1582,Kidney Stone|Unexplained Haematuria|Benignant Tumour Mass in the Upper Urinary Tract,Isoproterenol,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,PHASE2|PHASE3,,urinary_system_disease
6172,1565,Advanced Cancer|Metastatic Cancer|Biliary Tract Carcinoma|Cholangiocarcinoma|Gall Bladder Carcinoma|Solid Tumor|Non-Hodgkin's Lymphoma,Merestinib,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F,PHASE1,,urinary_system_disease
6171,1564,Renal Disease,Imlifidase,,PHASE1|PHASE2,,urinary_system_disease
6170,1562,"Renal Insufficiency, Chronic|Proteinuria",Lisinopril,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,APPROVED,,urinary_system_disease
6169,1561,Kidney Dysfunction,Nemonoxacin,CC1CC(CN(C1)C2=C(C3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O)OC)N,PHASE1,,urinary_system_disease
6168,1556,Insomnia,Suvorexant,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,PHASE1,,urinary_system_disease
6167,1549,Urinary Schistosomiasis,Mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,PHASE2,,urinary_system_disease
