,Conditions,Drug,Smiles,Phases,Disease
1942,Crohn's Disease,Teduglutide,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,PHASE2,digestive_system_disease
1943,Esophageal Cancer|Gastric Cancer|Stomach Cancer,Vinorelbine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,PHASE2,digestive_system_disease
1944,Cystic Fibrosis,Miglustat,CCCCN1CC(C(C(C1CO)O)O)O,PHASE2|PHASE3,digestive_system_disease
1945,Hepatic Encephalopathy,Lactulose,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,APPROVED,digestive_system_disease
1946,Advanced Cancer|Malignant Neoplasm of Breast|Malignant Neoplasms of Bone and Articular Cartilage|Malignant Neoplasms of Digestive Organs|Malignant Neoplasms of Eye Brain and Other Parts of Central Nervous System|Malignant Neoplasms of Female Genital Organs|Malignant Neoplasms of Ill-defined Secondary and Unspecified Sites|Malignant Neoplasms of Independent (Primary) Multiple Sites|Malignant Neoplasms of Lip Oral Cavity and Pharynx|Malignant Neoplasms of Male Genital Organs|Malignant Neoplasms of Mesothelial and Soft Tissue|Malignant Neoplasms of Respiratory and Intrathoracic Organs|Malignant Neoplasms of Thyroid and Other Endocrine Glands|Malignant Neoplasms of Urinary Tract,Lenvatinib,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,PHASE1,digestive_system_disease
1947,Pancreatic Cancer|Visceral Pain,Pregabalin,CC(C)CC(CC(=O)O)CN,APPROVED,digestive_system_disease
1948,Gastric Cancer|Histone Deacetylase Inhibitor,Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,PHASE1|PHASE2,digestive_system_disease
1949,Gastrointestinal Stromal Tumors,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,PHASE2,digestive_system_disease
1952,Morbid Obesity|Postoperative Pain|Postoperative Bowel Function|Postoperative Ambulation,Levobupivacaine,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,PHASE2|PHASE3,digestive_system_disease
1953,Osteoporosis|Achlorhydria|GERD|Hip Fracture,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,APPROVED,digestive_system_disease
1954,Bowel Dysfunction|Postoperative Complications|Neuromuscular Blockade,Sugammadex,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,APPROVED,digestive_system_disease
1955,Bowel Dysfunction|Postoperative Complications|Neuromuscular Blockade,Neostigmine,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,APPROVED,digestive_system_disease
1956,Hepatocellular Carcinoma,Doxorubicin,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,PHASE2|PHASE3,digestive_system_disease
1957,Hepatic Impairment,Betrixaban,CN(C)C(=N)C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)C(=O)NC3=NC=C(C=C3)Cl,PHASE1,digestive_system_disease
1958,"Hepatitis, Chronic",Lamivudine,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,APPROVED,digestive_system_disease
1959,"Hepatitis, Chronic",Telbivudine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,APPROVED,digestive_system_disease
1960,HIV Infections|Cachexia|Anorexia|AIDS Wasting Syndrome|HIV Wasting Syndrome,Megestrol,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,PHASE2,digestive_system_disease
1962,Colorectal Cancer,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,PHASE1,digestive_system_disease
1963,Non-alcoholic Steatohepatitis|Fibrosis|Liver Diseases,Emricasan,CC(C(=O)NC(CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C,PHASE2,digestive_system_disease
1964,Colo-rectal Cancer,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,PHASE2,digestive_system_disease
1965,Hepatocellular Carcinoma|Liver Cirrhoses,Pravastatin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,PHASE2,digestive_system_disease
1966,Cystic Fibrosis|Pseudomonas Aeruginosa,Tobramycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,PHASE2,digestive_system_disease
1967,Achalasia,Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,APPROVED,digestive_system_disease
1968,Achalasia,Oxycodone,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,APPROVED,digestive_system_disease
1970,Advanced Hepatocellular Carcinoma,Regorafenib,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,PHASE2,digestive_system_disease
1971,Metabolic Associated Fatty Liver Disease,Dapagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,APPROVED,digestive_system_disease
1972,Hepatitis C,Telaprevir,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,PHASE2|PHASE3,digestive_system_disease
1976,Eosinophilic Esophagitis,Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,APPROVED,digestive_system_disease
1977,Eosinophilic Esophagitis,Fluticasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,APPROVED,digestive_system_disease
1978,Breast Cancer|Lung Cancer|Colon Cancer|Pancreatic Cancer|Head and Neck Cancer|Kidney Cancer|Sarcoma|Hepatocellular Cancer,Pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,PHASE1,digestive_system_disease
1979,Breast Cancer|Lung Cancer|Colon Cancer|Pancreatic Cancer|Head and Neck Cancer|Kidney Cancer|Sarcoma|Hepatocellular Cancer,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,PHASE1,digestive_system_disease
1980,Irritable Bowel Syndrome,Mesalamine,C1=CC(=C(C=C1N)C(=O)O)O,PHASE2,digestive_system_disease
1981,Irritable Bowel Syndrome,Mesalazine,C1=CC(=C(C=C1N)C(=O)O)O,PHASE2,digestive_system_disease
1983,BCLC Stage B Hepatocellular Carcinoma|BCLC Stage C Hepatocellular Carcinoma|Locally Advanced Hepatocellular Carcinoma|Recurrent Hepatocellular Carcinoma|Unresectable Hepatocellular Carcinoma,Cabozantinib,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,PHASE2,digestive_system_disease
1984,End Stage Liver Disease,Desflurane,C(C(F)(F)F)(OC(F)F)F,APPROVED,digestive_system_disease
1985,End Stage Liver Disease,Propofol,CC(C)C1=C(C(=CC=C1)C(C)C)O,APPROVED,digestive_system_disease
1986,Clostridium Difficile,Metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],PHASE2,digestive_system_disease
1987,Immunoglobulin G Subclass 4 Related Disease|IgG4-related Disease|Autoimmune Pancreatitis|IgG4-related Sclerosing Cholangitis|Retroperitoneal Fibrosis,Lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,PHASE1,digestive_system_disease
1989,Primary Biliary Cholangitis|Liver Stiffness,Setanaxib,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl,PHASE2|PHASE3,digestive_system_disease
1990,Hepatic Insufficiency,Tirzepatide,CCC(C)C(C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N7CCCC7C(=O)NC(CO)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=CC=C9)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC1=CC=C(C=C1)O)N,PHASE1,digestive_system_disease
1991,Ulcerative Colitis|Inflammatory Bowel Diseases|Acute Severe Colitis,Ceftriaxone,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,PHASE2,digestive_system_disease
1992,Esophageal Cancer,Tricyclazole,CC1=C2C(=CC=C1)SC3=NN=CN23,PHASE2,digestive_system_disease
1993,Crohn's Disease|Crohn Disease,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,PHASE1|PHASE2,digestive_system_disease
1994,Chronic Hepatitis C,Colchicine,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,PHASE2,digestive_system_disease
1995,Pulmonary Aspiration of Gastric Contents|Adverse Effects in the Therapeutic Use of Other and Unspecified General Anaesthetics|Pulmonary Aspiration During Anaesthetic Induction,Glutamine,C(CC(=O)N)C(C(=O)O)N,PHASE2,digestive_system_disease
1996,HEPATITIS,Mycophenolate,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,APPROVED,digestive_system_disease
1997,HEPATITIS,Tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,APPROVED,digestive_system_disease
2000,Gastroesophageal Reflux Disease,Esomeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,PHASE2,digestive_system_disease
2001,Non-alcoholic Fatty Liver Disease,Tofogliflozin,CCC1=CC=C(C=C1)CC2=CC3=C(COC34C(C(C(C(O4)CO)O)O)O)C=C2,APPROVED,digestive_system_disease
2002,Non-alcoholic Fatty Liver Disease,Glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,APPROVED,digestive_system_disease
2003,Oral Mucositis (Ulcerative) Due to Radiation,Dexpanthenol,CC(C)(CO)C(C(=O)NCCCO)O,PHASE2,digestive_system_disease
2004,Nonalcoholic Steatohepatitis (NASH),Miricorilant,C1CC(CCC1C2=CC=CC=C2)C3=C(C(=O)NC(=O)N3)CC4=CC(=CC=C4)C(F)(F)F,PHASE1,digestive_system_disease
2005,Inflammatory Bowel Disease 11,Prednisone,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,APPROVED,digestive_system_disease
2006,Irritable Bowel Syndrome,Lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,PHASE1,digestive_system_disease
2008,Hepatitis C|Chronic Hepatitis C,Miravirsen,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3C4C(OC3(CO4)COP(=S)(O)OC5CC(OC5COP(=S)(O)OC6C7C(OC6(CO7)CO)N8C=CC(=NC8=O)N)N9C=CC(=NC9=O)N)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC12COC(C1OP(=S)(O)OCC13COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=CC(=NC1=O)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC4=C(N=CN=C41)N)OP(=S)(O)OCC14COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=NC5=C(N=CN=C51)N)OP(=S)(O)OCC15COC(C1OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC16COC(C1OP(=S)(O)OCC17COC(C1O)C(O7)N1C=CC(=NC1=O)N)C(O6)N1C=CC(=NC1=O)N)C(O5)N1C=CC(=NC1=O)N)C(O4)N1C=CC(=NC1=O)N)C(O3)N1C=C(C(=O)NC1=O)C)C(O2)N1C=NC2=C1N=C(NC2=O)N,PHASE1,digestive_system_disease
2009,Gastroparesis,Buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,PHASE2,digestive_system_disease
2010,Non-Alcoholic Fatty Liver Disease|Type2 Diabetes,Liraglutide,CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,APPROVED,digestive_system_disease
2011,Non-Alcoholic Fatty Liver Disease|Type2 Diabetes,Gliclazide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,APPROVED,digestive_system_disease
2012,Cholangiocarcinoma|Tumor|Klatskin Tumor,Temoporfin,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,PHASE2,digestive_system_disease
2013,Colorectal Cancer Metastatic,Tocotrienol,CC(=CCCC(=CCCC(=CCCC1(CCC2=C(O1)C=CC(=C2)O)C)C)C)C,PHASE2,digestive_system_disease
2014,Hepatitis C Virus,Daclatasvir,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)C6CCCN6C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,PHASE2,digestive_system_disease
2016,Laryngopharyngeal Reflux,Lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,APPROVED,digestive_system_disease
2017,HIV Infections|Non-Alcoholic Fatty Liver Disease,Semaglutide,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,PHASE2,digestive_system_disease
2019,Metastatic Pancreatic Cancer,Rintatolimod,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O.C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,PHASE1|PHASE2,digestive_system_disease
2020,"Hepatitis C, Chronic",Methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,APPROVED,digestive_system_disease
2021,Advanced Gastrointestinal Tumors,Minnelide,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2OCOP(=O)([O-])[O-])O7)COC6=O)C.[Na+].[Na+],PHASE1,digestive_system_disease
2023,Epithelial Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,Gimatecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)C=NOC(C)(C)C)O,PHASE2,digestive_system_disease
2024,"Hepatitis B, Chronic|Fibrosis",Emtricitabine,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,APPROVED,digestive_system_disease
2025,Ulcerative Colitis|Inflammatory Bowel Disease,Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,PHASE2,digestive_system_disease
2026,Hepatocellular Carcinoma,Artesunate,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,PHASE1,digestive_system_disease
2027,Active Peptic Ulcer Disease/GI Bleeding,Misoprostol,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O,APPROVED,digestive_system_disease
2029,Pancreatitis,Ketorolac,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,APPROVED,digestive_system_disease
2030,Severe Hepatic Impairment,Rifaximin,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,APPROVED,digestive_system_disease
2031,Advanced Cancer|Anorexia|Weight Loss|Insomnia,Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,PHASE2,digestive_system_disease
2032,Stomach Neoplasms|Esophagogastric Junction Disorder|Neoadjuvant Therapy|Chemoradiotherapy|Immunotherapy|Gastrectomy|Adenocarcinoma|Adjuvant Therapy,Gimeracil,C1=C(C(=CNC1=O)Cl)O,PHASE2,digestive_system_disease
2033,Stomach Neoplasms|Esophagogastric Junction Disorder|Neoadjuvant Therapy|Chemoradiotherapy|Immunotherapy|Gastrectomy|Adenocarcinoma|Adjuvant Therapy,Oteracil,C1(=NC(=O)NC(=O)N1)C(=O)O,PHASE2,digestive_system_disease
2034,Solid Tumor|Gastrointestinal Cancer|Breast Cancer,Azacitidine,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,PHASE1|PHASE2,digestive_system_disease
2035,Gastrointestinal Neoplasms|Thromboembolic Event,Enoxaparin,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,APPROVED,digestive_system_disease
2036,Prolonged Postoperative Ileus,Diatrizoate,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,PHASE2|PHASE3,digestive_system_disease
2038,Gastroesophageal Reflux Disease,Atovaquone,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,PHASE1,digestive_system_disease
2039,Gastroesophageal Reflux Disease,Proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,PHASE1,digestive_system_disease
2040,Gastroesophageal Reflux Disease,Tegoprazan,CC1=NC2=C(N1)C=C(C=C2OC3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C,PHASE1,digestive_system_disease
2041,Gastroesophageal Reflux Disease,Vonoprazan,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3,PHASE1,digestive_system_disease
2042,Esophageal Stenosis|Anastomotic Stenosis,Mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,PHASE2,digestive_system_disease
2043,Esophageal Stenosis|Anastomotic Stenosis,Mitomycin C,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,PHASE2,digestive_system_disease
2044,Ovarian Cancer|Peritoneal Neoplasms|Fallopian Tube Cancer,Topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,PHASE1|PHASE2,digestive_system_disease
2045,Ovarian Cancer|Peritoneal Neoplasms|Fallopian Tube Cancer,Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,PHASE1|PHASE2,digestive_system_disease
2046,Cystic Fibrosis,Lucinactant,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N.CC(=O)O,PHASE2,digestive_system_disease
2047,"Hepatitis B, Chronic",Adefovir,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,APPROVED,digestive_system_disease
2048,Microsatellite Unstable Colorectal Cancer|Microsatellite Stable Colorectal Cancer|Mismatch Repair Proficient Colorectal Cancer|Mismatch Repair Deficient Colorectal Cancer,Cobimetinib,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,PHASE2,digestive_system_disease
2051,Pancreatic Cancer,Vatalanib,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,PHASE1|PHASE2,digestive_system_disease
2052,Gastric Cancer,Docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,PHASE2,digestive_system_disease
2053,Neuroendocrine|Neuroendocrine Tumor|Neuroendocrine Cancer|Neuroendocrine Carcinoma|Carcinoid|Carcinoid Tumor|Islet Cell Tumor|Apudoma,Dotatate,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)NC(C(C)O)C(=O)O)O,PHASE1|PHASE2,digestive_system_disease
2054,Peritoneal Dialysis Associated Peritonitis,Cefepime,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],APPROVED,digestive_system_disease
2055,Peritoneal Dialysis Associated Peritonitis,Cefazolin,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,APPROVED,digestive_system_disease
2056,Peritoneal Dialysis Associated Peritonitis,Ceftazidime,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],APPROVED,digestive_system_disease
2057,Pancreatic Cancer|Unresectable Pancreatic Cancer|Metastatic Pancreatic Cancer|KRAS P.G12C,Sotorasib,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,PHASE1|PHASE2,digestive_system_disease
2058,Pancreas Cancer,Lurbinectedin,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=C(CCN8)C2=C(N9)C=CC(=C2)OC)OCO7)C)OC(=O)C)C(=C1OC)O,PHASE2,digestive_system_disease
2059,Cirrhosis,Ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,APPROVED,digestive_system_disease
